,epoch,train_loss,valid_loss,accuracy,precision,recall,time
108,108,0.41861099999999996,0.86377,0.6907220000000001,0.428571,0.214286,00:19
109,109,0.41721800000000003,0.807195,0.670103,0.388889,0.25,00:19
110,110,0.39208699999999996,1.067784,0.6907220000000001,0.416667,0.178571,00:19
111,111,0.392908,0.778768,0.680412,0.41176499999999994,0.25,00:19
112,112,0.40784000000000004,0.848611,0.659794,0.352941,0.214286,00:19
113,113,0.403089,0.825449,0.71134,0.5,0.14285699999999998,00:19
114,114,0.407569,1.007676,0.71134,0.5,0.07142899999999999,00:19
115,115,0.390378,0.918472,0.670103,0.375,0.214286,00:19
116,116,0.375434,0.901028,0.7010310000000001,0.428571,0.107143,00:19
117,117,0.36695900000000004,1.030812,0.618557,0.304348,0.25,00:19
118,118,0.367139,1.102218,0.731959,0.75,0.107143,00:18
119,119,0.358148,1.095434,0.742268,0.666667,0.214286,00:19
120,120,0.35287399999999997,0.9046059999999999,0.608247,0.291667,0.25,00:19
121,121,0.348603,0.891761,0.597938,0.28,0.25,00:19
122,122,0.34031,0.949901,0.6494850000000001,0.35,0.25,00:19
123,123,0.325011,1.005301,0.721649,0.538462,0.25,00:19
124,124,0.32045799999999997,1.0100200000000001,0.6907220000000001,0.428571,0.214286,00:19
125,125,0.31789,1.302846,0.721649,0.666667,0.07142899999999999,00:19
126,126,0.327776,1.0706959999999999,0.670103,0.375,0.214286,00:19
127,127,0.30933099999999997,1.245957,0.742268,0.666667,0.214286,00:19
128,128,0.306139,1.0687870000000002,0.680412,0.41176499999999994,0.25,00:20
129,129,0.292321,1.092705,0.731959,0.6,0.214286,00:19
130,130,0.287492,1.249793,0.7010310000000001,0.461538,0.214286,00:19
131,131,0.313014,1.161391,0.659794,0.272727,0.107143,00:20
132,132,0.295185,1.215193,0.742268,0.714286,0.178571,00:19
133,133,0.277891,1.1652120000000001,0.721649,0.545455,0.214286,00:19
134,134,0.275887,1.157451,0.659794,0.368421,0.25,00:19
135,135,0.270083,1.2730139999999999,0.742268,0.666667,0.214286,00:19
136,136,0.264743,1.401369,0.7010310000000001,0.4,0.07142899999999999,00:19
137,137,0.253974,1.10392,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
138,138,0.23768499999999998,1.17258,0.6494850000000001,0.35,0.25,00:19
139,139,0.22972800000000002,1.151556,0.71134,0.5,0.178571,00:19
140,140,0.24618099999999998,1.3088959999999998,0.731959,0.666667,0.14285699999999998,00:19
141,141,0.22068200000000002,1.180043,0.6907220000000001,0.428571,0.214286,00:19
142,142,0.22288400000000003,1.27183,0.731959,0.583333,0.25,00:19
143,143,0.207565,1.248737,0.6907220000000001,0.4375,0.25,00:19
144,144,0.197674,1.313216,0.659794,0.368421,0.25,00:19
145,145,0.22184099999999998,1.396691,0.7010310000000001,0.461538,0.214286,00:19
146,146,0.21347199999999997,1.2708780000000002,0.628866,0.333333,0.28571399999999997,00:19
147,147,0.196089,1.2906819999999999,0.659794,0.368421,0.25,00:19
148,148,0.187878,1.414569,0.608247,0.291667,0.25,00:19
149,149,0.178422,1.29336,0.6907220000000001,0.4375,0.25,00:19
150,150,0.18166400000000002,1.410453,0.71134,0.5,0.214286,00:19
151,151,0.172928,1.4584620000000001,0.71134,0.5,0.178571,00:19
152,152,0.181807,1.596682,0.731959,0.666667,0.14285699999999998,00:19
153,153,0.171543,1.6905290000000002,0.6907220000000001,0.4,0.14285699999999998,00:19
154,154,0.173017,1.47364,0.659794,0.333333,0.178571,00:19
155,155,0.151158,1.423949,0.680412,0.4,0.214286,00:19
156,156,0.140539,1.43688,0.6494850000000001,0.35,0.25,00:19
157,157,0.13597599999999999,1.597153,0.721649,0.555556,0.178571,00:19
158,158,0.130179,1.695022,0.680412,0.384615,0.178571,00:19
159,159,0.13723,1.49848,0.6907220000000001,0.4375,0.25,00:20
160,160,0.13173900000000002,1.627683,0.628866,0.277778,0.178571,00:19
161,161,0.12422899999999999,1.679303,0.670103,0.375,0.214286,00:19
162,162,0.112554,1.667382,0.670103,0.375,0.214286,00:19
163,163,0.118726,1.678818,0.71134,0.5,0.214286,00:19
164,164,0.11801700000000001,1.546268,0.639175,0.333333,0.25,00:19
165,165,0.10909500000000001,1.758105,0.6907220000000001,0.416667,0.178571,00:19
166,166,0.10360799999999999,1.678552,0.639175,0.315789,0.214286,00:19
167,167,0.098888,1.905959,0.731959,0.625,0.178571,00:19
168,168,0.095112,1.8550939999999998,0.670103,0.375,0.214286,00:19
169,169,0.093474,1.840063,0.680412,0.384615,0.178571,00:19
170,170,0.08333600000000001,1.8230520000000001,0.6907220000000001,0.428571,0.214286,00:19
171,171,0.076419,1.8504509999999998,0.6907220000000001,0.416667,0.178571,00:19
172,172,0.080735,1.790282,0.659794,0.352941,0.214286,00:19
173,173,0.081195,1.858516,0.6907220000000001,0.416667,0.178571,00:20
174,174,0.082126,1.816682,0.659794,0.333333,0.178571,00:20
175,175,0.084117,1.838227,0.6907220000000001,0.428571,0.214286,00:19
176,176,0.08214400000000001,1.892105,0.6907220000000001,0.428571,0.214286,00:19
177,177,0.071149,1.922521,0.71134,0.5,0.214286,00:19
178,178,0.069247,1.878022,0.680412,0.4,0.214286,00:19
179,179,0.073335,1.9198830000000002,0.680412,0.384615,0.178571,00:19
180,180,0.06563200000000001,1.905215,0.670103,0.357143,0.178571,00:19
181,181,0.062986,1.8413509999999997,0.6494850000000001,0.333333,0.214286,00:19
182,182,0.067294,1.8657700000000002,0.6907220000000001,0.428571,0.214286,00:18
183,183,0.07245900000000001,1.85905,0.6907220000000001,0.4375,0.25,00:19
184,184,0.066557,1.841373,0.6907220000000001,0.4375,0.25,00:19
185,185,0.061604,1.8609360000000001,0.7010310000000001,0.466667,0.25,00:19
186,186,0.06043200000000001,1.9182299999999999,0.7010310000000001,0.454545,0.178571,00:19
187,187,0.063809,1.9280439999999999,0.6907220000000001,0.416667,0.178571,00:19
188,188,0.055584,1.902541,0.680412,0.4,0.214286,00:19
189,189,0.055211,1.9010060000000002,0.680412,0.4,0.214286,00:19
190,190,0.055406,1.9047779999999999,0.680412,0.4,0.214286,00:19
191,191,0.056535,1.9048669999999999,0.7010310000000001,0.466667,0.25,00:20
192,192,0.059791,1.896053,0.6907220000000001,0.4375,0.25,00:19
193,193,0.057737000000000004,1.8893490000000002,0.6907220000000001,0.4375,0.25,00:19
194,194,0.052046,1.8951900000000002,0.6907220000000001,0.4375,0.25,00:19
195,195,0.047074,1.9017709999999999,0.6907220000000001,0.4375,0.25,00:19
196,196,0.058937,1.909229,0.680412,0.4,0.214286,00:19
197,197,0.058181,1.9107740000000002,0.680412,0.4,0.214286,00:19
198,198,0.056497000000000006,1.911458,0.680412,0.4,0.214286,00:19
199,199,0.065649,1.9114229999999999,0.680412,0.4,0.214286,00:19
