,epoch,train_loss,valid_loss,accuracy,precision,recall,time
130,130,0.142525,0.94611,0.7010310000000001,0.470588,0.28571399999999997,00:20
131,131,0.137501,0.9656600000000001,0.7010310000000001,0.461538,0.214286,00:20
132,132,0.124851,0.9277290000000001,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
133,133,0.110509,0.961492,0.742268,0.5882350000000001,0.357143,00:20
134,134,0.108927,0.906241,0.7010310000000001,0.473684,0.321429,00:19
135,135,0.110978,0.8695809999999999,0.670103,0.43333299999999997,0.464286,00:20
136,136,0.100722,0.92215,0.680412,0.44,0.392857,00:21
137,137,0.112008,0.948729,0.659794,0.4,0.357143,00:20
138,138,0.11613299999999999,0.882124,0.6907220000000001,0.45,0.321429,00:20
139,139,0.10903399999999999,1.058396,0.6907220000000001,0.45,0.321429,00:19
140,140,0.10233300000000001,1.029068,0.659794,0.391304,0.321429,00:20
141,141,0.08885900000000001,1.0041069999999999,0.6907220000000001,0.45,0.321429,00:20
142,142,0.08572,0.845808,0.670103,0.428571,0.428571,00:20
143,143,0.10272,1.035915,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
144,144,0.101573,0.8614809999999999,0.670103,0.409091,0.321429,00:20
145,145,0.100023,0.8790190000000001,0.71134,0.5,0.321429,00:20
146,146,0.089264,0.930968,0.6907220000000001,0.45,0.321429,00:20
147,147,0.095605,0.9190149999999999,0.6907220000000001,0.454545,0.357143,00:20
148,148,0.087729,0.9739770000000001,0.731959,0.571429,0.28571399999999997,00:20
149,149,0.085677,0.9339209999999999,0.680412,0.42105299999999996,0.28571399999999997,00:20
150,150,0.076017,0.87989,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
151,151,0.0763,1.063024,0.670103,0.4,0.28571399999999997,00:20
152,152,0.076166,1.077335,0.680412,0.42105299999999996,0.28571399999999997,00:20
153,153,0.086529,1.017213,0.670103,0.4,0.28571399999999997,00:20
154,154,0.086079,1.061178,0.7010310000000001,0.470588,0.28571399999999997,00:20
155,155,0.094311,0.897142,0.731959,0.55,0.392857,00:20
156,156,0.083975,0.986188,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:21
157,157,0.07435900000000001,0.96547,0.7010310000000001,0.473684,0.321429,00:19
158,158,0.073107,1.012512,0.7010310000000001,0.470588,0.28571399999999997,00:19
159,159,0.07447999999999999,1.04134,0.680412,0.4,0.214286,00:20
160,160,0.064209,1.014749,0.680412,0.428571,0.321429,00:20
161,161,0.076961,1.0909879999999998,0.7010310000000001,0.466667,0.25,00:21
162,162,0.074562,1.1302450000000002,0.7010310000000001,0.466667,0.25,00:20
163,163,0.074702,1.1219379999999999,0.7010310000000001,0.466667,0.25,00:21
164,164,0.066276,1.031403,0.659794,0.380952,0.28571399999999997,00:21
165,165,0.07837000000000001,1.025724,0.639175,0.347826,0.28571399999999997,00:21
166,166,0.076799,0.951816,0.670103,0.409091,0.321429,00:20
167,167,0.066843,0.997762,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
168,168,0.057587,1.000094,0.680412,0.42105299999999996,0.28571399999999997,00:20
169,169,0.052847000000000005,0.9971540000000001,0.659794,0.368421,0.25,00:20
170,170,0.064993,1.064296,0.639175,0.333333,0.25,00:20
171,171,0.06082100000000001,1.034233,0.639175,0.333333,0.25,00:20
172,172,0.064966,0.996735,0.659794,0.368421,0.25,00:20
173,173,0.055202,1.019169,0.6494850000000001,0.35,0.25,00:20
174,174,0.070021,1.000815,0.639175,0.333333,0.25,00:20
175,175,0.068188,0.976942,0.6494850000000001,0.363636,0.28571399999999997,00:20
176,176,0.07560700000000001,0.964852,0.670103,0.4,0.28571399999999997,00:20
177,177,0.077928,0.9610549999999999,0.680412,0.434783,0.357143,00:19
178,178,0.07199900000000001,0.933384,0.659794,0.4,0.357143,00:20
179,179,0.069337,0.968685,0.71134,0.5,0.321429,00:20
180,180,0.075136,0.97526,0.680412,0.428571,0.321429,00:20
181,181,0.06941699999999999,0.9810979999999999,0.670103,0.4,0.28571399999999997,00:19
182,182,0.065527,1.0092299999999998,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
183,183,0.06764400000000001,1.029752,0.670103,0.4,0.28571399999999997,00:20
184,184,0.055787,1.0078610000000001,0.7010310000000001,0.470588,0.28571399999999997,00:20
185,185,0.04935,1.022834,0.680412,0.42105299999999996,0.28571399999999997,00:20
186,186,0.045478,0.9993790000000001,0.7010310000000001,0.470588,0.28571399999999997,00:20
187,187,0.049223,1.031199,0.659794,0.380952,0.28571399999999997,00:19
188,188,0.051106,1.034546,0.680412,0.42105299999999996,0.28571399999999997,00:20
189,189,0.055232,1.00773,0.680412,0.428571,0.321429,00:20
190,190,0.068454,1.024805,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
191,191,0.069281,1.020098,0.680412,0.42105299999999996,0.28571399999999997,00:20
192,192,0.067598,1.0044950000000001,0.680412,0.42105299999999996,0.28571399999999997,00:20
193,193,0.058189,0.993526,0.659794,0.391304,0.321429,00:20
194,194,0.054959,1.000258,0.7010310000000001,0.470588,0.28571399999999997,00:20
195,195,0.050582,0.9861219999999999,0.670103,0.416667,0.357143,00:20
196,196,0.0515,1.0443799999999999,0.6907220000000001,0.44444399999999995,0.28571399999999997,00:20
197,197,0.054187,1.020146,0.680412,0.434783,0.357143,00:20
198,198,0.054097000000000006,1.028931,0.670103,0.409091,0.321429,00:20
199,199,0.056977999999999994,1.036305,0.7010310000000001,0.470588,0.28571399999999997,00:20
