,Experiment,Fold,Sensitivity,Specificity,Accuracy
75,15,0,0.9142857142857143,0.9285714285714286,0.9523809523809523
76,15,1,0.95,1.0,0.967741935483871
77,15,2,0.9642857142857143,0.9705882352941176,0.967741935483871
78,15,3,0.9032258064516129,0.9354838709677419,0.9193548387096774
79,15,4,0.967741935483871,0.9354838709677419,0.9516129032258064
80,16,0,0.9428571428571428,0.9285714285714286,0.9523809523809523
81,16,1,0.975,1.0,0.9838709677419355
82,16,2,0.9642857142857143,0.9705882352941176,0.967741935483871
83,16,3,0.8709677419354839,0.9354838709677419,0.9032258064516129
84,16,4,1.0,0.9032258064516129,0.9516129032258064
85,17,0,0.9714285714285714,0.8571428571428571,0.9682539682539681
86,17,1,0.95,0.9545454545454546,0.9516129032258064
87,17,2,0.9285714285714286,0.9705882352941176,0.967741935483871
88,17,3,0.9354838709677419,0.9354838709677419,0.9354838709677419
89,17,4,1.0,0.9032258064516129,0.967741935483871
90,18,0,0.9428571428571428,0.9285714285714286,0.9365079365079365
91,18,1,0.925,1.0,0.9516129032258064
92,18,2,0.9285714285714286,0.9411764705882353,0.9516129032258064
93,18,3,0.8709677419354839,0.9354838709677419,0.9032258064516129
94,18,4,0.967741935483871,0.9032258064516129,0.9354838709677419
95,19,0,0.9428571428571428,0.9285714285714286,0.9365079365079365
96,19,1,0.975,1.0,0.9838709677419355
97,19,2,0.9285714285714286,0.9411764705882353,0.967741935483871
98,19,3,0.8709677419354839,0.9354838709677419,0.9193548387096774
99,19,4,1.0,0.9032258064516129,0.967741935483871
