,Experiment,Fold,Sensitivity,Specificity,Accuracy
0,0,0,0.9142857142857143,0.9285714285714286,0.9365079365079365
1,0,1,0.9,1.0,0.9354838709677419
2,0,2,0.9642857142857143,0.9411764705882353,0.967741935483871
3,0,3,0.9032258064516129,0.967741935483871,0.9354838709677419
4,0,4,0.967741935483871,0.9032258064516129,0.967741935483871
5,1,0,0.9142857142857143,0.9285714285714286,0.9682539682539681
6,1,1,0.975,0.9545454545454546,0.967741935483871
7,1,2,0.9642857142857143,0.9411764705882353,0.967741935483871
8,1,3,0.8709677419354839,0.9354838709677419,0.9193548387096774
9,1,4,1.0,0.8709677419354839,0.9354838709677419
10,2,0,1.0,0.8928571428571429,0.9523809523809523
11,2,1,0.9,0.9545454545454546,0.9193548387096774
12,2,2,0.9642857142857143,0.9411764705882353,0.967741935483871
13,2,3,0.9032258064516129,0.9354838709677419,0.9193548387096774
14,2,4,1.0,0.9354838709677419,0.967741935483871
15,3,0,1.0,0.9285714285714286,0.9682539682539681
16,3,1,0.95,0.9545454545454546,0.9516129032258064
17,3,2,0.9642857142857143,0.9411764705882353,0.967741935483871
18,3,3,0.8709677419354839,0.9354838709677419,0.9032258064516129
19,3,4,1.0,0.8709677419354839,0.967741935483871
20,4,0,0.9714285714285714,0.8928571428571429,0.9365079365079365
21,4,1,0.975,0.9090909090909091,0.9516129032258064
22,4,2,1.0,0.9411764705882353,0.967741935483871
23,4,3,0.8709677419354839,0.9354838709677419,0.9032258064516129
24,4,4,1.0,0.9354838709677419,0.967741935483871
25,5,0,0.9428571428571428,0.9285714285714286,0.9523809523809523
26,5,1,0.875,0.9545454545454546,0.967741935483871
27,5,2,1.0,0.9705882352941176,0.9838709677419355
28,5,3,0.9354838709677419,0.9354838709677419,0.9354838709677419
29,5,4,1.0,0.9354838709677419,0.967741935483871
30,6,0,1.0,0.9285714285714286,0.9682539682539681
31,6,1,0.875,0.9545454545454546,0.9193548387096774
32,6,2,1.0,0.9411764705882353,0.967741935483871
33,6,3,0.8387096774193549,0.9354838709677419,0.9032258064516129
34,6,4,0.967741935483871,0.8709677419354839,0.9838709677419355
35,7,0,0.9142857142857143,0.9285714285714286,0.9365079365079365
36,7,1,0.925,0.9545454545454546,0.9354838709677419
37,7,2,0.9642857142857143,0.9411764705882353,0.967741935483871
38,7,3,0.8387096774193549,0.9354838709677419,0.9032258064516129
39,7,4,1.0,0.9354838709677419,0.967741935483871
40,8,0,0.9714285714285714,0.9285714285714286,0.9523809523809523
41,8,1,0.975,0.9090909090909091,0.9516129032258064
42,8,2,0.9642857142857143,0.9411764705882353,0.967741935483871
43,8,3,0.9354838709677419,0.9354838709677419,0.9354838709677419
44,8,4,1.0,0.9032258064516129,0.9838709677419355
45,9,0,0.9714285714285714,0.9285714285714286,0.9682539682539681
46,9,1,0.975,0.9090909090909091,0.9516129032258064
47,9,2,0.9642857142857143,0.9117647058823529,0.9838709677419355
48,9,3,0.9032258064516129,0.9354838709677419,0.9354838709677419
49,9,4,1.0,0.9354838709677419,0.967741935483871
50,10,0,0.9428571428571428,0.9285714285714286,0.9523809523809523
51,10,1,0.975,0.9545454545454546,0.967741935483871
52,10,2,1.0,0.9705882352941176,0.9838709677419355
53,10,3,0.8709677419354839,0.9354838709677419,0.9193548387096774
