,Experiment,Fold,Sensitivity,Specificity,Accuracy
31,6,1,0.9120879120879121,0.84375,0.881287726358149
32,6,2,0.8549019607843137,0.8429752066115702,0.8631790744466802
33,6,3,0.9277566539923955,0.8333333333333334,0.8973843058350102
34,6,4,0.8181818181818182,0.9008620689655172,0.8649193548387096
35,7,0,0.879245283018868,0.896551724137931,0.915492957746479
36,7,1,0.8791208791208791,0.8705357142857143,0.8832997987927567
37,7,2,0.8627450980392157,0.8553719008264463,0.8672032193158954
38,7,3,0.9125475285171103,0.8974358974358975,0.9054325955734407
39,7,4,0.8560606060606061,0.8706896551724138,0.8729838709677419
40,8,0,0.8943396226415095,0.875,0.9175050301810866
41,8,1,0.8864468864468864,0.8883928571428571,0.8873239436619719
42,8,2,0.8470588235294118,0.871900826446281,0.875251509054326
43,8,3,0.935361216730038,0.8247863247863247,0.8953722334004025
44,8,4,0.8257575757575758,0.9051724137931034,0.8629032258064516
45,9,0,0.8679245283018868,0.8922413793103449,0.8973843058350102
46,9,1,0.8534798534798534,0.90625,0.8832997987927567
47,9,2,0.8117647058823529,0.8801652892561983,0.8531187122736419
48,9,3,0.9125475285171103,0.8247863247863247,0.8913480885311872
49,9,4,0.8598484848484849,0.8405172413793104,0.875
50,10,0,0.8867924528301887,0.8879310344827587,0.9074446680080483
51,10,1,0.8717948717948718,0.84375,0.8853118712273642
52,10,2,0.8549019607843137,0.8429752066115702,0.8732394366197184
53,10,3,0.9277566539923955,0.8034188034188035,0.8953722334004025
54,10,4,0.8522727272727273,0.8620689655172413,0.8629032258064516
55,11,0,0.8754716981132076,0.9094827586206896,0.9114688128772637
56,11,1,0.8534798534798534,0.8883928571428571,0.8772635814889337
57,11,2,0.8549019607843137,0.8553719008264463,0.881287726358149
58,11,3,0.9277566539923955,0.8205128205128205,0.8873239436619719
59,11,4,0.8560606060606061,0.8706896551724138,0.8689516129032258
60,12,0,0.8905660377358491,0.8922413793103449,0.9134808853118713
61,12,1,0.8644688644688645,0.8660714285714286,0.8853118712273642
62,12,2,0.8470588235294118,0.8677685950413223,0.8672032193158954
63,12,3,0.908745247148289,0.8547008547008547,0.9014084507042255
64,12,4,0.8371212121212122,0.8922413793103449,0.8729838709677419
65,13,0,0.8716981132075472,0.9224137931034483,0.9134808853118713
66,13,1,0.8717948717948718,0.8839285714285714,0.8873239436619719
67,13,2,0.8509803921568627,0.8636363636363636,0.8732394366197184
68,13,3,0.9049429657794676,0.8589743589743589,0.9014084507042255
69,13,4,0.8787878787878788,0.8189655172413793,0.8669354838709677
70,14,0,0.8830188679245283,0.8922413793103449,0.903420523138833
71,14,1,0.8644688644688645,0.8348214285714286,0.8873239436619719
72,14,2,0.8392156862745098,0.859504132231405,0.869215291750503
73,14,3,0.9011406844106464,0.8461538461538461,0.8993963782696178
74,14,4,0.8787878787878788,0.8577586206896551,0.877016129032258
75,15,0,0.8716981132075472,0.8836206896551724,0.9014084507042255
76,15,1,0.8058608058608059,0.9285714285714286,0.8792756539235413
77,15,2,0.8196078431372549,0.9049586776859504,0.869215291750503
78,15,3,0.9011406844106464,0.8589743589743589,0.8893360160965795
79,15,4,0.8143939393939394,0.8793103448275862,0.8790322580645161
80,16,0,0.8830188679245283,0.9094827586206896,0.9114688128772637
81,16,1,0.8205128205128205,0.9196428571428571,0.8732394366197184
82,16,2,0.8549019607843137,0.8512396694214877,0.8651911468812878
83,16,3,0.9315589353612167,0.811965811965812,0.9014084507042255
84,16,4,0.8257575757575758,0.8836206896551724,0.8729838709677419
85,17,0,0.8754716981132076,0.8922413793103449,0.9114688128772637
86,17,1,0.8424908424908425,0.8794642857142857,0.8853118712273642
87,17,2,0.8431372549019608,0.8553719008264463,0.8732394366197184
88,17,3,0.935361216730038,0.7948717948717948,0.8973843058350102
89,17,4,0.8181818181818182,0.9051724137931034,0.8649193548387096
90,18,0,0.8716981132075472,0.9008620689655172,0.909456740442656
91,18,1,0.8717948717948718,0.8660714285714286,0.881287726358149
92,18,2,0.8627450980392157,0.8512396694214877,0.8631790744466802
93,18,3,0.9201520912547528,0.8418803418803419,0.8953722334004025
94,18,4,0.8674242424242424,0.853448275862069,0.877016129032258
95,19,0,0.8943396226415095,0.8448275862068966,0.9054325955734407
96,19,1,0.8608058608058609,0.8794642857142857,0.8853118712273642
97,19,2,0.8549019607843137,0.8760330578512396,0.875251509054326
98,19,3,0.9277566539923955,0.8290598290598291,0.8893360160965795
99,19,4,0.8636363636363636,0.853448275862069,0.8790322580645161
