,Experiment,Fold,Sensitivity,Specificity,Accuracy
0,0,0,0.9018867924528302,0.9137931034482759,0.9134808853118713
1,0,1,0.8827838827838828,0.9017857142857143,0.8933601609657948
2,0,2,0.8823529411764706,0.8347107438016529,0.8611670020120725
3,0,3,0.9391634980988594,0.8076923076923077,0.8973843058350102
4,0,4,0.8560606060606061,0.8577586206896551,0.8649193548387096
5,1,0,0.9056603773584906,0.8836206896551724,0.9074446680080483
6,1,1,0.9084249084249084,0.875,0.8933601609657948
7,1,2,0.8431372549019608,0.859504132231405,0.8672032193158954
8,1,3,0.9239543726235742,0.8376068376068376,0.8893360160965795
9,1,4,0.8712121212121212,0.8706896551724138,0.8709677419354839
10,2,0,0.9018867924528302,0.8836206896551724,0.903420523138833
11,2,1,0.8937728937728938,0.8660714285714286,0.8853118712273642
12,2,2,0.8352941176470589,0.8801652892561983,0.8672032193158954
13,2,3,0.9201520912547528,0.8290598290598291,0.9014084507042255
14,2,4,0.8598484848484849,0.853448275862069,0.8649193548387096
15,3,0,0.8981132075471698,0.8836206896551724,0.8993963782696178
16,3,1,0.8754578754578755,0.8660714285714286,0.8792756539235413
17,3,2,0.8823529411764706,0.8181818181818182,0.8732394366197184
18,3,3,0.9239543726235742,0.8461538461538461,0.8893360160965795
19,3,4,0.8825757575757576,0.8232758620689655,0.8669354838709677
20,4,0,0.9018867924528302,0.853448275862069,0.903420523138833
21,4,1,0.8864468864468864,0.84375,0.8672032193158954
22,4,2,0.8470588235294118,0.8636363636363636,0.8631790744466802
23,4,3,0.9315589353612167,0.811965811965812,0.8832997987927567
24,4,4,0.8901515151515151,0.853448275862069,0.877016129032258
25,5,0,0.8867924528301887,0.9008620689655172,0.8953722334004025
26,5,1,0.8681318681318682,0.8571428571428571,0.8792756539235413
27,5,2,0.8549019607843137,0.8553719008264463,0.8651911468812878
28,5,3,0.908745247148289,0.7991452991452992,0.881287726358149
29,5,4,0.8598484848484849,0.8448275862068966,0.875
30,6,0,0.909433962264151,0.8836206896551724,0.8993963782696178
31,6,1,0.8681318681318682,0.8526785714285714,0.875251509054326
32,6,2,0.8705882352941177,0.8553719008264463,0.8712273641851107
33,6,3,0.9391634980988594,0.8333333333333334,0.8913480885311872
34,6,4,0.8560606060606061,0.875,0.8649193548387096
35,7,0,0.909433962264151,0.8706896551724138,0.903420523138833
36,7,1,0.8681318681318682,0.8973214285714286,0.881287726358149
37,7,2,0.8588235294117647,0.8471074380165289,0.8591549295774649
38,7,3,0.9429657794676806,0.782051282051282,0.875251509054326
39,7,4,0.875,0.8232758620689655,0.8689516129032258
40,8,0,0.8905660377358491,0.9181034482758621,0.909456740442656
41,8,1,0.8791208791208791,0.8571428571428571,0.8873239436619719
42,8,2,0.8823529411764706,0.7851239669421488,0.8672032193158954
43,8,3,0.9277566539923955,0.8632478632478633,0.8973843058350102
44,8,4,0.8939393939393939,0.8362068965517241,0.8689516129032258
45,9,0,0.8867924528301887,0.8793103448275862,0.9114688128772637
46,9,1,0.8864468864468864,0.8705357142857143,0.8873239436619719
47,9,2,0.8274509803921568,0.8760330578512396,0.869215291750503
48,9,3,0.935361216730038,0.811965811965812,0.8853118712273642
49,9,4,0.8598484848484849,0.8879310344827587,0.8729838709677419
50,10,0,0.9207547169811321,0.896551724137931,0.909456740442656
51,10,1,0.8681318681318682,0.9017857142857143,0.8832997987927567
52,10,2,0.8705882352941177,0.8512396694214877,0.869215291750503
53,10,3,0.935361216730038,0.8205128205128205,0.8933601609657948
54,10,4,0.8598484848484849,0.8577586206896551,0.8649193548387096
55,11,0,0.9056603773584906,0.8879310344827587,0.9074446680080483
56,11,1,0.8644688644688645,0.8794642857142857,0.881287726358149
57,11,2,0.8627450980392157,0.859504132231405,0.8772635814889337
58,11,3,0.9315589353612167,0.8162393162393162,0.8913480885311872
59,11,4,0.8636363636363636,0.8577586206896551,0.8790322580645161
60,12,0,0.8867924528301887,0.9137931034482759,0.8993963782696178
61,12,1,0.8717948717948718,0.8660714285714286,0.8913480885311872
62,12,2,0.8588235294117647,0.8553719008264463,0.869215291750503
63,12,3,0.9201520912547528,0.8247863247863247,0.8832997987927567
64,12,4,0.8560606060606061,0.8706896551724138,0.8649193548387096
65,13,0,0.9056603773584906,0.8879310344827587,0.9074446680080483
66,13,1,0.8827838827838828,0.8660714285714286,0.8832997987927567
67,13,2,0.8549019607843137,0.8636363636363636,0.8672032193158954
68,13,3,0.9239543726235742,0.8589743589743589,0.8933601609657948
69,13,4,0.8446969696969697,0.8491379310344828,0.8568548387096774
70,14,0,0.8981132075471698,0.8922413793103449,0.8953722334004025
71,14,1,0.8681318681318682,0.8705357142857143,0.8712273641851107
72,14,2,0.8705882352941177,0.8471074380165289,0.8772635814889337
73,14,3,0.9201520912547528,0.8418803418803419,0.8993963782696178
74,14,4,0.8484848484848485,0.8793103448275862,0.8629032258064516
75,15,0,0.8981132075471698,0.8922413793103449,0.9054325955734407
76,15,1,0.8644688644688645,0.9017857142857143,0.881287726358149
77,15,2,0.8274509803921568,0.9008264462809917,0.8672032193158954
78,15,3,0.9391634980988594,0.7905982905982906,0.8853118712273642
79,15,4,0.8901515151515151,0.8405172413793104,0.8669354838709677
80,16,0,0.9018867924528302,0.8793103448275862,0.8953722334004025
81,16,1,0.8717948717948718,0.8660714285714286,0.8772635814889337
82,16,2,0.8509803921568627,0.871900826446281,0.8651911468812878
83,16,3,0.935361216730038,0.8162393162393162,0.8832997987927567
84,16,4,0.8712121212121212,0.8405172413793104,0.8588709677419355
85,17,0,0.8981132075471698,0.9051724137931034,0.9014084507042255
86,17,1,0.8571428571428571,0.8526785714285714,0.8672032193158954
87,17,2,0.8509803921568627,0.8677685950413223,0.869215291750503
88,17,3,0.9315589353612167,0.8076923076923077,0.8913480885311872
89,17,4,0.8674242424242424,0.8620689655172413,0.8729838709677419
90,18,0,0.8943396226415095,0.9224137931034483,0.909456740442656
91,18,1,0.8791208791208791,0.8794642857142857,0.8792756539235413
92,18,2,0.8627450980392157,0.8305785123966942,0.8651911468812878
93,18,3,0.9391634980988594,0.811965811965812,0.903420523138833
94,18,4,0.8787878787878788,0.8663793103448276,0.8729838709677419
95,19,0,0.9132075471698113,0.8879310344827587,0.9054325955734407
96,19,1,0.8717948717948718,0.8794642857142857,0.8853118712273642
97,19,2,0.8392156862745098,0.8636363636363636,0.8591549295774649
98,19,3,0.9315589353612167,0.8205128205128205,0.8873239436619719
99,19,4,0.8939393939393939,0.8318965517241379,0.8649193548387096
