,Experiment,Fold,Sensitivity,Specificity,Accuracy
90,18,0,0.9207547169811321,0.8577586206896551,0.8933601609657948
91,18,1,0.8791208791208791,0.84375,0.8631790744466802
92,18,2,0.8666666666666667,0.8057851239669421,0.847082494969819
93,18,3,0.9277566539923955,0.8247863247863247,0.8792756539235413
94,18,4,0.8560606060606061,0.8318965517241379,0.8608870967741935
95,19,0,0.909433962264151,0.8663793103448276,0.8913480885311872
96,19,1,0.8974358974358975,0.8258928571428571,0.8651911468812878
97,19,2,0.8431372549019608,0.859504132231405,0.8511066398390342
98,19,3,0.9277566539923955,0.8247863247863247,0.8873239436619719
99,19,4,0.875,0.8491379310344828,0.8629032258064516
